      0.00401535	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		40.0000
      0.00602302	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		40.0000
      0.00803069	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    0.00000001	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		40.0000
      0.01003837	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    1.99999999	    0.00000001	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		40.0000
      0.01204604	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    1.99999998	    0.00000002	    0.00000001	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		40.0000
      0.01405372	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    1.99999999	    1.99999999	    1.99999999	    1.99999999	    1.99999996	    0.00000004	    0.00000001	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		40.0000
      0.01606139	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    1.99999999	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    1.99999999	    1.99999999	    1.99999999	    1.99999999	    1.99999993	    0.00000007	    0.00000002	    0.00000001	    0.00000001	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		40.0000
      0.01806906	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    1.99999999	    2.00000000	    2.00000000	    1.99999999	    2.00000000	    2.00000000	    1.99999999	    1.99999998	    1.99999998	    1.99999998	    1.99999988	    0.00000012	    0.00000004	    0.00000001	    0.00000001	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		40.0000
      0.02007674	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    1.99999999	    1.99999999	    1.99999999	    1.99999999	    1.99999999	    1.99999999	    1.99999998	    1.99999997	    1.99999998	    1.99999997	    1.99999982	    0.00000019	    0.00000006	    0.00000002	    0.00000001	    0.00000000	    0.00000000	    0.00000001	    0.00000001	    0.00000000	    0.00000001	    0.00000001	    0.00000001	    0.00000000	    0.00000000		40.0000
      0.02208441	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    2.00000000	    1.99999998	    1.99999999	    1.99999999	    1.99999999	    1.99999999	    1.99999999	    1.99999997	    1.99999996	    1.99999996	    1.99999996	    1.99999973	    0.00000029	    0.00000009	    0.00000003	    0.00000002	    0.00000001	    0.00000001	    0.00000001	    0.00000001	    0.00000001	    0.00000001	    0.00000001	    0.00000001	    0.00000000	    0.00000001		40.0000
