      0.00200767		      0.00698670
      0.00401535		      0.01397203
      0.00602302		      0.02095463
      0.00803069		      0.02793314
      0.01003837		      0.03490620
      0.01204604		      0.04187244
      0.01405372		      0.04883051
      0.01606139		      0.05577904
      0.01806906		      0.06271668
      0.02007674		      0.06964207
      0.02208441		      0.07655387
      0.02409208		      0.08345071
      0.02609976		      0.09033126
      0.02810743		      0.09719417
      0.03011511		      0.10403811
      0.03212278		      0.11086173
      0.03413045		      0.11766370
      0.03613813		      0.12444269
      0.03814580		      0.13119739
      0.04015347		      0.13792647
      0.04216115		      0.14462861
      0.04416882		      0.15130252
      0.04617650		      0.15794688
      0.04818417		      0.16456040
      0.05019184		      0.17114178
      0.05219952		      0.17768975
      0.05420719		      0.18420302
      0.05621486		      0.19068032
      0.05822254		      0.19712039
      0.06023021		      0.20352197
      0.06223789		      0.20988381
      0.06424556		      0.21620466
      0.06625323		      0.22248330
      0.06826091		      0.22871850
      0.07026858		      0.23490903
      0.07227625		      0.24105369
      0.07428393		      0.24715129
      0.07629160		      0.25320062
      0.07829928		      0.25920052
      0.08030695		      0.26514980
      0.08231462		      0.27104730
      0.08432230		      0.27689188
      0.08632997		      0.28268240
      0.08833764		      0.28841771
      0.09034532		      0.29409671
      0.09235299		      0.29971828
      0.09436066		      0.30528132
      0.09636834		      0.31078476
      0.09837601		      0.31622751
      0.10038369		      0.32160851
      0.10239136		      0.32692671
      0.10439903		      0.33218107
      0.10640671		      0.33737057
      0.10841438		      0.34249420
      0.11042205		      0.34755094
      0.11242973		      0.35253983
      0.11443740		      0.35745987
      0.11644508		      0.36231011
      0.11845275		      0.36708961
      0.12046042		      0.37179743
      0.12246810		      0.37643265
      0.12447577		      0.38099436
      0.12648344		      0.38548168
      0.12849112		      0.38989373
      0.13049879		      0.39422964
      0.13250647		      0.39848858
      0.13451414		      0.40266971
      0.13652181		      0.40677220
      0.13852949		      0.41079527
      0.14053716		      0.41473813
      0.14254483		      0.41860000
      0.14455251		      0.42238013
      0.14656018		      0.42607779
      0.14856786		      0.42969225
      0.15057553		      0.43322280
      0.15258320		      0.43666876
      0.15459088		      0.44002946
      0.15659855		      0.44330423
      0.15860622		      0.44649244
      0.16061390		      0.44959347
      0.16262157		      0.45260671
      0.16462925		      0.45553157
      0.16663692		      0.45836747
      0.16864459		      0.46111388
      0.17065227		      0.46377025
      0.17265994		      0.46633605
      0.17466761		      0.46881080
      0.17667529		      0.47119401
      0.17868296		      0.47348521
      0.18069063		      0.47568395
      0.18269831		      0.47778981
      0.18470598		      0.47980237
      0.18671366		      0.48172124
      0.18872133		      0.48354606
      0.19072900		      0.48527645
      0.19273668		      0.48691208
      0.19474435		      0.48845264
      0.19675202		      0.48989781
      0.19875970		      0.49124733
      0.20076737		      0.49250093
      0.20277505		      0.49365835
      0.20478272		      0.49471939
      0.20679039		      0.49568382
      0.20879807		      0.49655146
      0.21080574		      0.49732214
      0.21281341		      0.49799571
      0.21482109		      0.49857204
      0.21682876		      0.49905102
      0.21883644		      0.49943255
      0.22084411		      0.49971656
      0.22285178		      0.49990299
      0.22485946		      0.49999180
      0.22686713		      0.49998299
      0.22887480		      0.49987655
      0.23088248		      0.49967250
      0.23289015		      0.49937087
      0.23489783		      0.49897174
      0.23690550		      0.49847518
      0.23891317		      0.49788129
      0.24092085		      0.49719017
      0.24292852		      0.49640197
      0.24493619		      0.49551684
      0.24694387		      0.49453495
      0.24895154		      0.49345650
      0.25095922		      0.49228169
      0.25296689		      0.49101076
      0.25497456		      0.48964395
      0.25698224		      0.48818153
      0.25898991		      0.48662378
      0.26099758		      0.48497102
      0.26300526		      0.48322355
      0.26501293		      0.48138173
      0.26702060		      0.47944591
      0.26902828		      0.47741647
      0.27103595		      0.47529381
      0.27304363		      0.47307835
      0.27505130		      0.47077050
      0.27705897		      0.46837073
      0.27906665		      0.46587951
      0.28107432		      0.46329731
      0.28308199		      0.46062465
      0.28508967		      0.45786204
      0.28709734		      0.45501003
      0.28910502		      0.45206917
      0.29111269		      0.44904004
      0.29312036		      0.44592323
      0.29512804		      0.44271934
      0.29713571		      0.43942901
      0.29914338		      0.43605287
      0.30115106		      0.43259158
      0.30315873		      0.42904583
      0.30516641		      0.42541629
      0.30717408		      0.42170369
      0.30918175		      0.41790874
      0.31118943		      0.41403219
      0.31319710		      0.41007480
      0.31520477		      0.40603733
      0.31721245		      0.40192057
      0.31922012		      0.39772534
      0.32122780		      0.39345244
      0.32323547		      0.38910272
      0.32524314		      0.38467701
      0.32725082		      0.38017620
      0.32925849		      0.37560115
      0.33126616		      0.37095275
      0.33327384		      0.36623192
      0.33528151		      0.36143958
      0.33728918		      0.35657667
      0.33929686		      0.35164412
      0.34130453		      0.34664291
      0.34331221		      0.34157402
      0.34531988		      0.33643843
      0.34732755		      0.33123714
      0.34933523		      0.32597117
      0.35134290		      0.32064155
      0.35335057		      0.31524933
      0.35535825		      0.30979554
      0.35736592		      0.30428126
      0.35937360		      0.29870757
      0.36138127		      0.29307555
      0.36338894		      0.28738630
      0.36539662		      0.28164094
      0.36740429		      0.27584058
      0.36941196		      0.26998636
      0.37141964		      0.26407942
