      0.00000000	    2.00000000	    2.00000000	    0.00000000	    0.00000000	    0.00000000	    0.00000000		4.0000
      0.00200767	    1.99999991	    1.99999845	    0.00000044	    0.00000000	    0.00000000	    0.00000121		4.0000
      0.00401535	    1.99999961	    1.99999378	    0.00000176	    0.00000000	    0.00000000	    0.00000485		4.0000
      0.00602302	    1.99999856	    1.99997526	    0.00000696	    0.00000000	    0.00000000	    0.00001922		4.0000
      0.00803069	    1.99999665	    1.99994418	    0.00001573	    0.00000000	    0.00000000	    0.00004344		4.0000
      0.01003837	    1.99999302	    1.99987517	    0.00003503	    0.00000000	    0.00000000	    0.00009678		4.0000
      0.01204604	    1.99998728	    1.99977758	    0.00006250	    0.00000000	    0.00000000	    0.00017265		4.0000
      0.01405372	    1.99997913	    1.99960732	    0.00010990	    0.00000000	    0.00000000	    0.00030365		4.0000
      0.01606139	    1.99996709	    1.99938538	    0.00017201	    0.00000000	    0.00000000	    0.00047553		4.0000
      0.01806906	    1.99995264	    1.99904722	    0.00026575	    0.00000000	    0.00000000	    0.00073439		4.0000
      0.02007674	    1.99993236	    1.99862644	    0.00038257	    0.00000000	    0.00000000	    0.00105863		4.0000
      0.02208441	    1.99991040	    1.99803956	    0.00054464	    0.00000000	    0.00000000	    0.00150540		4.0000
      0.02409208	    1.99988132	    1.99733042	    0.00073964	    0.00000000	    0.00000000	    0.00204862		4.0000
      0.02609976	    1.99985158	    1.99640213	    0.00099515	    0.00000000	    0.00000000	    0.00275114		4.0000
      0.02810743	    1.99981501	    1.99530229	    0.00129443	    0.00000000	    0.00000000	    0.00358827		4.0000
      0.03011511	    1.99977851	    1.99393092	    0.00167077	    0.00000000	    0.00000000	    0.00461981		4.0000
      0.03212278	    1.99973763	    1.99232813	    0.00210244	    0.00000000	    0.00000000	    0.00583180		4.0000
      0.03413045	    1.99969687	    1.99040635	    0.00262818	    0.00000000	    0.00000000	    0.00726860		4.0000
      0.03613813	    1.99965624	    1.98818222	    0.00322171	    0.00000000	    0.00000000	    0.00893984		4.0000
      0.03814580	    1.99961515	    1.98560101	    0.00392530	    0.00000000	    0.00000000	    0.01085854		4.0000
      0.04015347	    1.99957968	    1.98263555	    0.00471082	    0.00000000	    0.00000000	    0.01307394		4.0000
      0.04216115	    1.99954319	    1.97928870	    0.00561903	    0.00000000	    0.00000000	    0.01554908		4.0000
      0.04416882	    1.99951712	    1.97546581	    0.00662620	    0.00000000	    0.00000000	    0.01839087		4.0000
      0.04617650	    1.99949019	    1.97125486	    0.00776239	    0.00000000	    0.00000000	    0.02149256		4.0000
      0.04818417	    1.99947614	    1.96646865	    0.00901856	    0.00000000	    0.00000000	    0.02503666		4.0000
      0.05019184	    1.99946250	    1.96130833	    0.01040082	    0.00000000	    0.00000000	    0.02882836		4.0000
      0.05219952	    1.99946091	    1.95547023	    0.01192811	    0.00000000	    0.00000000	    0.03314076		4.0000
      0.05420719	    1.99946175	    1.94929416	    0.01356708	    0.00000000	    0.00000000	    0.03767701		4.0000
      0.05621486	    1.99947072	    1.94234064	    0.01537857	    0.00000000	    0.00000000	    0.04281006		4.0000
      0.05822254	    1.99948388	    1.93510729	    0.01727472	    0.00000000	    0.00000000	    0.04813410		4.0000
      0.06023021	    1.99949932	    1.92700786	    0.01936979	    0.00000000	    0.00000000	    0.05412304		4.0000
      0.06223789	    1.99951934	    1.91870647	    0.02151003	    0.00000000	    0.00000000	    0.06026416		4.0000
      0.06424556	    1.99953534	    1.90947157	    0.02386931	    0.00000000	    0.00000000	    0.06712379		4.0000
      0.06625323	    1.99955451	    1.90012786	    0.02622326	    0.00000000	    0.00000000	    0.07409437		4.0000
      0.06826091	    1.99956415	    1.88981612	    0.02880374	    0.00000000	    0.00000000	    0.08181599		4.0000
      0.07026858	    1.99957418	    1.87949759	    0.03132012	    0.00000000	    0.00000000	    0.08960812		4.0000
      0.07227625	    1.99957081	    1.86822162	    0.03405106	    0.00000000	    0.00000000	    0.09815652		4.0000
